Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,AvgMonthlySpend
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0,0.0
3,0,32,0,1968,46,341,17,2,1,1,25,1625.13,0,50.7853125
3,0,33,0,3713,52,0,28,1,1,1,15,207.075,0,6.2749999999999995
0,0,33,0,1908,44,0,26,1,1,1,15,107.36,0,3.2533333333333334
4,0,33,0,3290,68,14,21,2,1,1,25,214.11,0,6.488181818181818
0,0,33,0,1875,25,267,11,3,1,1,30,1144.0,0,34.666666666666664
6,0,32,1,8630,107,126,36,3,1,1,30,853.48,0,26.67125
0,0,33,0,13288,155,0,37,3,1,1,30,537.72,0,16.294545454545457
0,0,33,0,4030,69,0,18,3,1,1,30,163.96,0,4.968484848484849
0,0,33,0,5433,81,0,5,2,1,1,25,248.13,0,7.519090909090909
2,0,33,0,1753,40,0,10,3,1,2,30,71.72,0,2.1733333333333333
18,0,33,2,14655,211,36,25,3,1,1,30,738.64,0,22.383030303030303
0,0,33,0,2610,13,465,1,3,1,1,30,1964.92,0,59.54303030303031
2,0,32,0,15000,168,132,23,2,1,1,25,1276.56,0,39.8925
0,0,32,0,6015,72,168,19,3,1,1,30,915.48,0,28.60875
0,0,32,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,33,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,32,0,7023,113,366,36,2,1,1,25,1968.12,0,61.50375
0,0,32,0,10980,140,0,40,3,1,1,30,444.8,0,13.9
1,0,32,0,6233,61,90,30,2,1,1,25,688.23,0,21.5071875
16,0,28,0,470,33,0,10,2,1,2,25,22.635,1,0.8083928571428572
14,0,31,7,9950,79,0,35,4,1,1,45,250.725,0,8.087903225806452
6,1,31,0,5333,84,8,17,2,1,1,25,279.765,1,9.024677419354838
0,0,29,0,2355,8,0,7,3,1,1,30,94.52,0,3.259310344827586
2,1,30,0,2505,27,0,9,2,1,2,25,113.94,1,3.798
2,0,31,0,1783,30,16,24,3,1,2,30,136.52,1,4.403870967741936
0,0,31,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,31,0,0,0,0,0,3,1,1,30,0.0,0,0.0
0,0,28,0,6300,83,0,15,4,1,1,45,159.575,0,5.699107142857143
0,0,31,0,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,31,0,0,0,0,0,5,1,1,55,0.0,0,0.0
18,0,26,2,15590,224,0,73,2,1,1,25,711.63,0,27.370384615384616
0,0,29,2,6480,102,253,26,2,2,1,25,1434.69,0,49.472068965517245
0,0,31,0,3233,68,0,21,2,1,1,25,148.545,0,4.791774193548386
0,0,30,0,1180,30,20,13,3,1,2,30,128.4,0,4.28
0,0,31,0,2295,39,157,16,2,1,1,25,811.53,0,26.17838709677419
0,0,22,0,830,22,175,4,2,2,1,25,825.84,0,37.53818181818182
0,0,21,0,1083,25,12,61,4,1,1,45,57.7,0,2.7476190476190476
4,0,22,0,215,11,0,3,2,1,2,25,10.17,0,0.4622727272727273
0,0,21,0,0,0,3,0,4,1,2,45,7.5,0,0.35714285714285715
3,0,20,0,740,18,1,6,2,1,1,25,38.61,0,1.9304999999999999
0,0,20,0,2740,47,0,16,3,1,1,30,111.48,0,5.574
0,0,13,0,1210,12,10,7,2,1,1,25,99.99,0,7.691538461538461
9,0,12,0,5908,127,67,35,1,2,1,15,700.425,0,58.36875
5,0,10,0,8448,157,55,33,4,1,1,45,352.625,0,35.2625
1,0,11,2,2368,31,13,12,3,1,1,30,147.96,0,13.450909090909091
0,0,4,0,3905,26,197,3,3,1,1,30,945.24,0,236.31
0,0,4,0,1003,5,0,4,2,1,1,25,45.36,1,11.34
7,0,36,1,4665,75,19,30,2,1,1,25,298.8,0,8.3
0,0,37,0,613,9,21,17,2,1,2,25,122.49,0,3.3105405405405404
9,0,35,1,2748,64,373,37,2,1,1,25,1805.04,0,51.57257142857143
9,0,36,1,4493,70,15,48,1,1,1,15,333.465,0,9.262916666666666
2,0,36,1,2688,62,16,46,1,1,1,15,239.25,0,6.645833333333333
10,0,36,2,4070,86,46,41,3,1,1,30,350.24,0,9.72888888888889
3,0,36,1,2655,43,299,31,3,1,1,30,1303.92,0,36.22
12,0,35,3,9410,125,158,56,3,1,1,30,1013.4,0,28.954285714285714
6,0,36,1,14068,173,14,57,3,1,1,30,625.64,0,17.378888888888888
6,0,36,2,4810,87,16,38,3,1,1,30,259.88,0,7.2188888888888885
5,0,36,1,6213,99,21,25,2,1,1,25,378.54,0,10.515
8,0,36,0,2533,58,22,30,3,1,2,30,191.64,0,5.323333333333333
24,0,36,4,15435,229,68,45,3,2,1,30,898.56,0,24.959999999999997
3,0,36,2,3390,31,497,21,3,1,1,30,2124.84,0,59.02333333333334
8,0,35,1,15780,186,164,43,2,1,1,25,1456.47,0,41.61342857142857
2,0,35,2,6795,90,200,39,3,1,1,30,1075.4,0,30.72571428571429
0,0,35,0,1170,18,14,24,2,1,2,25,116.46,0,3.3274285714285714
1,0,36,0,1005,18,27,21,2,1,2,25,167.535,0,4.65375
0,1,35,0,295,4,14,13,2,1,2,25,76.455,1,2.184428571428571
2,0,35,1,7803,131,398,56,2,1,1,25,2148.03,0,61.37228571428572
6,0,35,2,11760,158,25,60,3,1,1,30,576.72,0,16.477714285714285
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,0,24.804
22,0,31,0,1250,51,30,30,2,1,2,25,193.545,1,6.243387096774193
20,0,34,9,10730,97,15,55,4,1,1,45,308.175,0,9.063970588235295
12,0,34,2,6113,102,40,37,2,1,1,25,459.675,0,13.51985294117647
0,0,32,1,3135,26,14,27,3,1,1,30,182.44,0,5.70125
8,0,33,0,3285,45,23,29,2,1,2,25,253.35,1,7.677272727272727
8,1,34,0,2563,48,48,44,3,1,2,30,296.44,1,8.718823529411765
0,0,34,0,428,6,14,15,3,1,2,30,73.36,1,2.1576470588235295
0,0,34,1,1963,29,14,19,3,1,1,30,135.68,0,3.9905882352941178
2,0,31,2,7080,101,28,35,4,1,1,45,249.525,0,8.049193548387096
0,0,34,0,923,11,23,17,4,1,2,45,80.85,1,2.3779411764705882
0,0,34,2,633,8,18,15,5,1,1,55,36.615,0,1.0769117647058823
24,0,29,4,16370,242,14,93,2,1,1,25,810.54,0,27.94965517241379
5,0,32,4,7260,120,285,46,2,2,1,25,1614.6,0,50.45625
1,0,34,1,4013,86,16,41,2,1,1,25,256.455,0,7.542794117647058
2,1,33,0,1960,48,52,33,3,1,2,30,288.32,1,8.736969696969696
5,0,34,1,3075,57,189,36,2,1,1,25,991.44,0,29.16
3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,0,40.23
3,0,24,1,1863,43,44,81,4,1,1,45,157.65,0,6.5687500000000005
10,0,25,0,995,29,24,20,2,1,2,25,154.08,0,6.163200000000001
0,0,24,0,1120,14,35,16,4,1,2,45,115.85,0,4.827083333333333
9,0,23,1,1520,36,33,26,2,1,1,25,218.52,0,9.500869565217391
1,0,23,1,3520,65,22,36,3,1,1,30,231.4,0,10.060869565217391
1,0,16,1,1990,30,42,27,2,1,1,25,279.9,0,17.49375
15,0,15,2,6688,145,99,55,1,2,1,15,920.315,0,61.35433333333334
11,0,13,1,9228,175,87,53,4,1,1,45,452.575,0,34.81346153846154
7,0,14,4,3148,49,45,32,3,1,1,30,307.88,0,21.99142857142857
1,0,7,2,4685,44,229,23,3,1,1,30,1105.16,0,157.88000000000002
2,1,7,2,1783,23,14,20,3,1,1,30,128.24,1,18.32
0,0,36,0,3465,55,0,10,2,1,1,25,158.4,0,4.4
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0
1,0,35,0,1548,44,331,7,2,1,1,25,1561.14,0,44.604000000000006
1,0,36,0,3293,50,0,18,1,1,1,15,183.865,0,5.1073611111111115
0,0,36,0,1488,42,0,16,1,1,1,15,84.15,0,2.3375000000000004
2,0,36,0,2870,66,4,11,2,1,1,25,150.12,0,4.17
0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,0,30.197777777777773
4,0,35,0,8210,105,116,26,3,1,1,30,796.6,0,22.76
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,0,14.467777777777778
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0,4.085555555555556
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,0,6.364999999999999
0,0,36,0,1333,38,0,4,3,1,2,30,54.84,0,1.5233333333333334
16,0,36,0,14235,209,26,15,3,1,1,30,681.76,0,18.93777777777778
0,0,36,0,2190,11,455,5,3,1,1,30,1908.04,0,53.00111111111111
0,0,35,0,14580,166,122,13,2,1,1,25,1212.57,0,34.64485714285714
0,0,35,0,5595,70,158,9,3,1,1,30,858.6,0,24.531428571428574
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,35,0,6603,111,356,26,2,1,1,25,1904.13,0,54.40371428571429
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,0,12.226285714285714
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,0,17.835428571428572
7,0,31,0,50,2,0,1,2,1,2,25,2.34,1,0.07548387096774194
12,0,34,5,9530,77,0,25,4,1,1,45,240.175,0,7.063970588235295
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1,6.611029411764706
0,0,32,0,1935,6,0,2,3,1,1,30,77.64,0,2.42625
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,1,2.8772727272727274
0,1,34,0,1363,28,6,14,3,1,2,30,79.64,1,2.3423529411764705
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,34,0,0,0,0,0,3,1,1,30,0.0,0,0.0
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,0,4.807258064516129
0,1,34,0,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,34,0,0,0,0,0,4,1,1,45,0.0,0,0.0
16,0,29,0,15170,222,0,63,2,1,1,25,692.64,0,23.88413793103448
0,0,32,0,6060,100,243,16,2,2,1,25,1370.7,0,42.834375
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,0,3.8104411764705883
0,0,33,0,760,28,10,3,3,1,2,30,71.52,0,2.167272727272727
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,0,21.986470588235292
0,0,25,0,1903,20,165,8,2,2,1,25,829.035,0,33.1614
0,0,24,0,663,23,2,51,4,1,1,45,22.15,0,0.9229166666666666
0,0,25,0,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,24,0,0,0,0,0,4,1,2,45,0.0,0,0.0
0,0,23,0,0,0,0,0,2,1,1,25,0.0,0,0.0
0,0,23,0,2320,45,0,6,3,1,1,30,94.6,0,4.113043478260869
0,0,16,0,0,0,0,0,2,1,1,25,0.0,0,0.0
7,0,15,0,5488,125,57,25,1,2,1,15,622.215,0,41.481
3,0,13,0,8028,155,45,23,4,1,1,45,317.075,0,24.390384615384615
0,0,14,0,1948,29,3,2,3,1,1,30,91.08,0,6.505714285714285
0,0,7,0,3485,24,187,21,3,1,1,30,888.36,0,126.90857142857143
0,0,7,0,0,0,0,0,2,1,1,25,0.0,1,0.0
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0,7.838918918918919
0,0,38,0,128,5,32,6,3,1,2,30,133.32,0,3.508421052631579
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,0,45.24777777777778
5,0,37,0,4008,66,26,37,1,1,1,15,367.07,0,9.92081081081081
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,0,6.033648648648649
6,0,37,1,3585,82,57,30,3,1,1,30,374.68,0,10.126486486486487
0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,0,35.90162162162162
8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,0,28.828888888888887
2,0,37,0,13583,169,25,46,3,1,1,30,650.08,0,17.56972972972973
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0,7.684324324324324
1,0,37,0,5728,95,32,14,3,1,1,30,360.92,0,9.754594594594595
4,0,37,0,2048,54,33,19,3,1,2,30,216.08,0,5.840000000000001
20,0,37,3,14950,225,79,34,3,1,1,30,923.0,0,24.945945945945947
0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,0,58.08864864864866
4,0,36,0,15295,182,175,32,2,1,1,25,1483.965,0,41.22125
0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,0,30.55111111111111
0,0,36,0,685,14,25,13,2,1,2,25,143.955,0,3.9987500000000002
0,0,37,0,520,14,38,10,3,1,2,30,173.36,0,4.6854054054054055
0,0,36,0,0,0,25,0,2,1,2,25,112.5,1,3.125
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,0,53.71666666666667
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,0,10.436805555555557
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,0,24.87875
18,0,32,0,765,47,41,19,3,1,2,30,196.48,1,6.14
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0,5.5448571428571425
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1,13.919142857142857
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,0,6.269090909090909
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1,7.34235294117647
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1,9.168
0,0,35,0,0,0,25,0,3,1,2,30,100.0,1,2.857142857142857
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,0,2.8592857142857144
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0,4.965
0,0,35,0,438,7,34,6,4,1,2,45,96.125,1,2.7464285714285714
0,0,35,1,148,4,29,4,5,1,1,55,45.78,0,1.308
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0,27.9345
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0,49.76045454545454
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0,7.211428571428572
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0,9.198823529411765
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0,29.11242857142857
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0,39.740192307692304
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0,6.917000000000001
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0,6.207692307692308
0,0,25,0,635,10,46,5,4,1,2,45,131.125,0,5.245
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0,10.250625
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0,10.66
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,0,18.08205882352941
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,0,48.78
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,0,20.050714285714285
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0,22.154666666666667
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0,141.2
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1,19.085
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0,5.154428571428571
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0.0
5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,0,45.10720588235294
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0,6.021714285714285
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,0,3.1727142857142856
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0,4.4035714285714285
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0,30.362285714285715
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0,22.710588235294118
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0,15.44
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0,4.761142857142857
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0,7.175571428571429
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0,2.125714285714286
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0,21.12814285714286
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0,53.817142857142855
4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,0,34.85514705882353
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0,24.53411764705882
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0,0.6048529411764706
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0,0.37542857142857144
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0,55.19514705882353
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,0,13.161176470588236
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0,17.551323529411764
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1,0.855
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,0,7.648484848484848
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1,7.4781818181818185
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0,3.135483870967742
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1,3.65484375
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,1,2.278787878787879
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0,1.5284848484848483
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,0,5.375
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0,0.0
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,0,25.523035714285715
1,0,31,1,6545,104,232,27,2,2,1,25,1343.205,0,43.329193548387096
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0,4.592727272727273
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0,1.59625
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0,21.81954545454545
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0,30.598125
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,0,1.2771739130434783
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0,0.5493750000000001
0,0,23,0,0,0,0,0,4,1,2,45,0.0,0,0.0
5,0,22,0,805,20,0,7,1,1,1,15,45.375,0,2.0625
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0,5.1890909090909085
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,0,3.867
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,0,42.04357142857143
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,0,25.150000000000002
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,0,7.587692307692308
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0,161.98499999999999
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,1,8.0625
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0,6.27625
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0,1.0945945945945945
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,0,49.491
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0,6.789444444444444
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0,4.172361111111112
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0,8.92125
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0,34.42111111111112
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,0,27.104
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0,15.58
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0,5.42
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,0,8.49125
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0,3.5244444444444443
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,0,23.16111111111111
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,0,57.224444444444444
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,0,39.53185714285714
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0,28.87542857142857
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0,1.2458571428571428
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0,2.6300000000000003
0,0,35,0,0,0,2,0,2,1,2,25,9.0,1,0.2571428571428571
0,0,35,0,7393,122,386,44,2,1,1,25,2075.175,0,59.290714285714294
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,0,14.62742857142857
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,0,22.72242857142857
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1,3.8932258064516128
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,0,7.873529411764705
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1,11.377058823529412
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,0,3.6775
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,1,5.469545454545455
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,1,6.814117647058824
0,0,34,0,0,0,2,0,3,1,2,30,8.0,1,0.23529411764705882
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,0,2.0858823529411765
0,0,31,0,6670,92,16,23,4,1,1,45,209.05,0,6.743548387096775
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1,1.1875
0,0,34,0,0,0,6,0,5,1,1,55,9.0,0,0.2647058823529412
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,0,25.437413793103445
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,0,48.17953125
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,0,5.3999999999999995
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,0,6.774545454545454
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,0,27.017205882352943
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0,37.315799999999996
1,0,24,0,1453,34,32,69,4,1,1,45,117.175,0,4.882291666666666
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0,3.2489999999999997
0,0,24,0,710,5,23,4,4,1,2,45,75.375,0,3.140625
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,0,6.333260869565217
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0,7.245217391304347
0,0,16,0,1580,21,30,15,2,1,1,25,207.045,0,12.9403125
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,0,55.41433333333334
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,0,31.698076923076922
5,0,14,2,2737,40,33,20,3,1,1,30,243.08,0,17.362857142857145
0,0,7,0,4275,35,217,11,3,1,1,30,1040.4,0,148.62857142857143
0,1,7,0,1372,14,2,8,2,1,1,25,71.37,1,10.195714285714287
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0,4.92375
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,0,46.68557142857143
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0,4.7025
0,0,36,0,1898,51,0,28,1,1,1,15,107.195,0,2.9776388888888885
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0,6.19375
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,0,31.99666666666667
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0,24.610285714285716
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,0,14.933333333333334
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,0,4.551111111111111
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0,6.88875
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,0,1.9888888888888887
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,0,20.736666666666665
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,0,54.8
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0,36.72642857142857
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,0,26.381714285714285
0,0,35,0,380,7,0,6,2,1,2,25,17.415,0,0.49757142857142855
0,0,36,0,215,7,0,3,2,1,2,25,9.99,0,0.2775
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,0,56.48528571428571
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0,12.705142857142857
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0,19.917
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1,0.7258064516129032
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,0,7.372058823529412
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1,8.489117647058823
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0,2.95
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1,3.4486363636363637
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,1,4.247058823529412
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1,0.0
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,0,1.4011764705882352
0,0,31,0,6290,90,0,17,4,1,1,45,159.5,0,5.145161290322581
0,0,34,0,0,0,0,0,4,1,2,45,0.0,1,0.0
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0,0.0
18,0,29,2,15580,231,0,75,2,1,1,25,711.495,0,24.534310344827585
0,0,32,2,6470,109,255,28,2,2,1,25,1443.555,0,45.11109375
0,0,34,0,3223,75,0,23,2,1,1,25,148.41,0,4.365
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,0,4.12969696969697
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,0,24.129264705882353
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0,33.388200000000005
0,0,24,0,1073,32,14,63,4,1,1,45,62.625,0,2.609375
4,0,25,0,205,18,0,2,2,1,2,25,10.035,0,0.4014
0,0,24,0,0,0,5,0,4,1,2,45,12.5,0,0.5208333333333334
3,0,23,0,730,25,3,8,2,1,1,25,47.475,0,2.0641304347826086
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,0,4.8417391304347825
0,0,16,0,1200,19,12,9,2,1,1,25,108.855,0,6.8034375
9,0,15,0,5897,134,69,37,1,2,1,15,711.205,0,47.41366666666667
5,0,13,0,8437,164,57,35,4,1,1,45,357.525,0,27.501923076923074
1,0,14,2,2357,38,15,14,3,1,1,30,155.8,0,11.12857142857143
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,0,136.16
0,0,7,0,992,12,0,2,2,1,1,25,45.18,1,6.454285714285715
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,0,5.986451612903227
0,0,32,0,0,0,0,0,2,1,2,25,0.0,0,0.0
3,0,30,0,2148,48,344,21,2,1,1,25,1646.82,0,54.894
3,0,31,0,3893,54,0,32,1,1,1,15,217.085,0,7.002741935483871
0,0,31,0,2088,46,0,30,1,1,1,15,117.37,0,3.7861290322580645
4,0,31,0,3470,70,17,25,2,1,1,25,235.8,0,7.606451612903226
0,0,31,0,2055,27,270,15,3,1,1,30,1163.28,0,37.52516129032258
6,0,30,0,8810,109,129,40,3,1,1,30,872.76,0,29.092
0,0,31,0,13468,157,0,41,3,1,1,30,545.0,0,17.580645161290324
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0,5.523870967741936
0,0,31,0,5613,83,0,9,2,1,1,25,256.32,0,8.268387096774193
2,0,31,0,1933,42,0,14,3,1,2,30,79.0,0,2.5483870967741935
18,0,31,1,14835,213,39,29,2,1,1,25,852.66,0,27.50516129032258
0,0,31,0,2790,15,468,5,3,1,1,30,1984.2,0,64.00645161290323
2,0,30,0,15180,170,135,27,2,1,1,25,1298.25,0,43.275
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,0,31.158666666666665
0,0,30,0,570,2,0,8,2,1,2,25,25.74,0,0.858
